album_id,album_name,artist_name,release_date,total_tracks,popularity,image_url,genre,genre_cleaned,genre_condensed
0NGHR9zjS5eFFlqtClA9VV,Best White Noise For Sleeping Baby,Dream Supplier,2020-04-29,6,86,https://i.scdn.co/image/ab67616d0000b273f036cfd075904b4e8445877c,ambient,relaxed,relaxed
2fenSS68JI1h4Fo296JfGr,folklore,Taylor Swift,2020-07-24,16,85,https://i.scdn.co/image/ab67616d0000b27395f754318336a07e85ec59bc,folk,folk,country/folk
0sOeI7pbAmIc8aDFyvkBUW,Starting Over,Chris Stapleton,2020-11-13,14,79,https://i.scdn.co/image/ab67616d0000b2739408342067e2ff50d69a3c98,country,country,country/folk
6n9DKpOxwifT5hOXtgLZSL,Legends Never Die,Juice WRLD,2020-07-10,22,80,https://i.scdn.co/image/ab67616d0000b2733e0698e4ae5ffb82a005aeeb,juice wrld,rap,rap/hip hop
2QRedhP5RmKJiJ1i8VgDGR,Whole Lotta Red,Playboi Carti,2020-12-25,24,81,https://i.scdn.co/image/ab67616d0000b27398ea0e689c91f8fea726d9bb,trap,rap,rap/hip hop
4yP0hdKOZPNshxUOjY0cZj,After Hours,The Weeknd,2020-03-20,14,85,https://i.scdn.co/image/ab67616d0000b2738863bc11d2aa12b54f5aeb36,synthpop,pop,pop
2Qt8Z1LB3Fsrf6nhBNsvUJ,songs,Adrianne Lenker,2020-10-23,11,80,https://i.scdn.co/image/ab67616d0000b273ab009ce861613653b14451b9,singer-songwriter,pop,pop
6wTyGUWGCilBFZ837k5aRi,SAVAGE MODE II,21 Savage,2020-10-02,15,78,https://i.scdn.co/image/ab67616d0000b273aa57907bf0cb2ca0c8cc74bc,trap,rap,rap/hip hop
7gGJ9rNtigRF53dsFo48Wp,Welcome to O'Block,King Von,2020-10-30,16,77,https://i.scdn.co/image/ab67616d0000b273429d4b3d9261b9ccc24d7d36,gangsta rap,rap,rap/hip hop
6m5qlaMzLtNsQDj3DQY5ji,The Lo-Fis,Steve Lacy,2020-12-04,15,76,https://i.scdn.co/image/ab67616d0000b273c3545bbe806b845c2b52bc20,steve lacy,r&b,r&b
2CMlkzFI2oDAy5MbyV7OV5,Kid Krow,Conan Gray,2020-03-20,12,82,https://i.scdn.co/image/ab67616d0000b27388e3cda6d29b2552d4d6bc43,pop,pop,pop
5lJqux7orBlA1QzyiBGti1,YHLQMDLG,Bad Bunny,2020-02-29,20,83,https://i.scdn.co/image/ab67616d0000b273548f7ec52da7313de0c5e4a0,trap,rap,rap/hip hop
39xhYyNNDatQtgKw2KdXMz,THE GOAT,Polo G,2020-05-15,16,75,https://i.scdn.co/image/ab67616d0000b273339f780dfdbc38558ea0761d,polo g,rap,rap/hip hop
6OQ9gBfg5EXeNAEwGSs6jK,Dark Lane Demo Tapes,Drake,2020-05-01,14,77,https://i.scdn.co/image/ab67616d0000b273bba7cfaf7c59ff0898acba1f,hip-hop,hip hop,rap/hip hop
3vi20DRHkqv4HyVg9Rt9wC,Fuck The World,Brent Faiyaz,2020-02-07,10,74,https://i.scdn.co/image/ab67616d0000b2736a463f436bbf07f3c9e8c62a,alternative rnb,r&b,r&b
31qVWUdRrlb8thMvts0yYL,The Slow Rush,Tame Impala,2020-02-14,12,77,https://i.scdn.co/image/ab67616d0000b27358267bd34420a00d5cf83a49,psychedelic,rock,rock
1ZRAeQ6zsPJ5W1K3DvpRpP,Levon James,King Von,2020-03-06,16,74,https://i.scdn.co/image/ab67616d0000b2738649220140846c7edf7f1978,drill,rap,rap/hip hop
7IyoGB8J31fvQDwGtHAq9m,Eternal Atake,Lil Uzi Vert,2020-03-06,18,73,https://i.scdn.co/image/ab67616d0000b27309969f5c11a466d0e459286a,lil uzi vert,rap,rap/hip hop
1ynyQdPQiXdYJNQEDL1S3d,My Turn,Lil Baby,2020-02-28,20,73,https://i.scdn.co/image/ab67616d0000b273f46a9ad551acbdab8f72fd89,rap,rap,rap/hip hop
7z4GhRfLqfSkqrj5F3Yt2B,Heaven Or Hell,Don Toliver,2020-03-13,12,76,https://i.scdn.co/image/ab67616d0000b27345190a074bef3e8ce868b60c,rap,rap,rap/hip hop
3M8ujVP1QVn6DT3fORDfbi,528 Hz Meditation Music,Miracle Tones,2020-10-23,10,74,https://i.scdn.co/image/ab67616d0000b273e7505de85c5312dbbf97e97e,ambient,relaxed,relaxed
5bfpRtBW7RNRdsm3tRyl3R,Dreamland,Glass Animals,2020-08-07,16,77,https://i.scdn.co/image/ab67616d0000b273712701c5e263efc8726b1464,indie,indie,indie
5sY6UIQ32GqwMLAfSNEaXb,Circles,Mac Miller,2020-01-17,12,74,https://i.scdn.co/image/ab67616d0000b27326b7dd89810cc1a40ada642c,hip-hop,hip hop,rap/hip hop
7rKmLxCFlmtIxGpX4HYgs4,Stop Staring At the Shadows,$uicideboy$,2020-02-14,12,72,https://i.scdn.co/image/ab67616d0000b273e2bab14ce82f78a4160376a1,hip-hop,hip hop,rap/hip hop
2Xoteh7uEpea4TohMxjtaq,evermore,Taylor Swift,2020-12-11,15,76,https://i.scdn.co/image/ab67616d0000b27333b8541201f1ef38941024be,folk,folk,country/folk
7e7t0MCrNDcJZsPwUKjmOc,Shoot For The Stars Aim For The Moon,Pop Smoke,2020-07-03,19,77,https://i.scdn.co/image/ab67616d0000b27377ada0863603903f57b34369,pop smoke,pop,pop
0sw9KB288QlPN5Oy6993FD,432 Hz Deep Healing,Miracle Tones,2020-03-27,12,75,https://i.scdn.co/image/ab67616d0000b273c1987c649fd0f2f79901d1b5,reiki,relaxed,relaxed
2UZw04wDxLVceADw2Gi1Qy,minor,Gracie Abrams,2020-07-14,7,77,https://i.scdn.co/image/ab67616d0000b27355c38bc34d1fe852f2657c2e,female vocalist,pop,pop
7fJJK56U9fHixgO0HQkhtI,Future Nostalgia,Dua Lipa,2020-03-27,11,80,https://i.scdn.co/image/ab67616d0000b2734bc66095f8a70bc4e6593f4f,pop,pop,pop
3euz4vS7ezKGnNSwgyvKcd,Positions,Ariana Grande,2020-10-30,14,78,https://i.scdn.co/image/ab67616d0000b2735ef878a782c987d38d82b605,rnb,r&b,r&b
0bLBcbcUFNQw66I4MrGtSd,Rain & Thunder - Ambient Music,chill phil,2020-02-21,20,73,https://i.scdn.co/image/ab67616d0000b2736c8a21b785c8a4dec62a6e0c,ambient,relaxed,relaxed
1zHR48K6XtWYm6bhrw4J6C,TAKE TIME,GIVĒON,2020-03-27,8,75,https://i.scdn.co/image/ab67616d0000b2733317fc12f8b9a9a0b8459766,rnb,r&b,r&b
6Pp6qGEywDdofgFC1oFbSH,Punisher,Phoebe Bridgers,2020-06-18,11,73,https://i.scdn.co/image/ab67616d0000b273a91b75c9ef65ed8d760ff600,indie rock,rock,rock
3TkSm0esbUBPygKvMrwWQn,Elisabeth,Zach Bryan,2020-05-08,18,70,https://i.scdn.co/image/ab67616d0000b273112d8a26c36b7a980233673b,country,country,country/folk
2xkZV2Hl1Omi8rk2D7t5lN,The New Abnormal,The Strokes,2020-04-10,9,75,https://i.scdn.co/image/ab67616d0000b273bfa99afb5ef0d26d5064b23b,indie rock,rock,rock
5KpXxX7OUDXRs25qLyN8NA,A N N I V E R S A R Y,Bryson Tiller,2020-10-02,10,72,https://i.scdn.co/image/ab67616d0000b273008d8077814ce15da0085b47,rnb,r&b,r&b
7rAXvbNQSxnAnVl3taoMLj,Cape Elizabeth,Noah Kahan,2020-05-01,5,71,https://i.scdn.co/image/ab67616d0000b2739bdf7ddd51003bc6b491ce73,indie,indie,indie
4qVzNqB4cskFInYfrC7P0S,Shut up My Moms Calling,Hotel Ugly,2020-02-10,1,75,https://i.scdn.co/image/ab67616d0000b273350ab7a839c04bfd5225a9f5,indie,indie,indie
00wSTrFxoSzA7eeS1UxHgd,Sin Miedo (del Amor y Otros Demonios) ∞,Kali Uchis,2020-12-04,13,74,https://i.scdn.co/image/ab67616d0000b273044a5466dac00f7b3c570b99,rnb,r&b,r&b
1pzvBxYgT6OVwJLtHkrdQK,folklore (deluxe version),Taylor Swift,2020-08-18,17,74,https://i.scdn.co/image/ab67616d0000b273c288028c2592f400dd0b9233,folk,folk,country/folk
12GZ5ewBjyylguigbdmqJ9,Yellow Tape,Key Glock,2020-01-31,16,68,https://i.scdn.co/image/ab67616d0000b27377d6678d66fd48ecfed2cfe8,harder than diamonds,rap,rap/hip hop
2d9BCZeAAhiZWPpbX9aPCW,EL ÚLTIMO TOUR DEL MUNDO,Bad Bunny,2020-11-27,16,80,https://i.scdn.co/image/ab67616d0000b273005ee342f4eef2cc6e8436ab,trap latino,rap,rap/hip hop
0gA0nZrZ55PLUp7ARfrICu,WUNNA,Gunna,2020-05-22,18,71,https://i.scdn.co/image/ab67616d0000b2730c44c5aeade167d1266b915d,rap,rap,rap/hip hop
6MbQdX6OomgQhZU6QCqMKW,Top,YoungBoy Never Broke Again,2020-09-11,21,69,https://i.scdn.co/image/ab67616d0000b2738bd6e34012a7ab6311050d0c,peak,rap,rap/hip hop
6gJ8VKn5PAFcCIVaf3B2uE,Nectar,Joji,2020-09-24,18,75,https://i.scdn.co/image/ab67616d0000b273f733e50079838090eebc3fe4,alternative rnb,r&b,r&b
70KAbDjO08A8nfTLShbraZ,"Quiet, Heavy Dreams",Zach Bryan,2020-11-27,6,68,https://i.scdn.co/image/ab67616d0000b273c8ebe39f75ed9a30e1c377d5,country,country,country/folk
4otkd9As6YaxxEkIjXPiZ6,Music To Be Murdered By,Eminem,2020-01-17,20,74,https://i.scdn.co/image/ab67616d0000b2732f44aec83b20e40f3baef73c,rap,rap,rap/hip hop
6uhEg4ASZYLIilZFCBFy1r,My Turn (Deluxe),Lil Baby,2020-05-01,26,70,https://i.scdn.co/image/ab67616d0000b27376a4577dd654bf457a4ad1f8,rap,rap,rap/hip hop
4bNPOFOzxGhF5jhfIK6lit,High Off Life,Future,2020-05-15,21,71,https://i.scdn.co/image/ab67616d0000b273935d8d5369bc55e74a39303e,hip-hop,hip hop,rap/hip hop
68enXe5XcJdciSDAZr0Alr,Manic,Halsey,2020-01-17,16,74,https://i.scdn.co/image/ab67616d0000b2737636e1c9e67eaafc9f49aefd,pop,pop,pop
3fq06DDIkadDRB9RuBb22v,Afrodisíaco,Rauw Alejandro,2020-11-13,16,76,https://i.scdn.co/image/ab67616d0000b2733926e048d839e1173fe17326,reggaeton,reggae,reggae
10UxWeXdW1SFpghU3a4On8,Ambient mt. 174-963,Timo Krantz,2020-04-17,12,71,https://i.scdn.co/image/ab67616d0000b273a6abbc30288e0ac3d5b6bf3f,Unknown,unknown,unknown
26c7MmQ4w8EAvVLb4jilaM,Heaven & Hell,Ava Max,2020-09-18,16,77,https://i.scdn.co/image/ab67616d0000b2739a95e89d24214b94de36ccf7,pop,pop,pop
7C8Wi2KmO6MqPYZqNuhZ1W,Corta Venas,Eslabon Armado,2020-12-18,24,71,https://i.scdn.co/image/ab67616d0000b273657fa1079d4f17b7e06dd86e,sad sierreno,latin,latin
3a9qH2VEsSiOZvMrjaS0Nu,how i'm feeling now,Charli xcx,2020-05-15,11,72,https://i.scdn.co/image/ab67616d0000b273e0eb48bfaef0253e2777e8de,hyperpop,pop,pop
57lgFncHBYu5E3igZnuCJK,Tickets To My Downfall,mgk,2020-09-25,15,71,https://i.scdn.co/image/ab67616d0000b273d4d4929a3a86fe2f9fadbd42,rock,rock,rock
2Om5VEKaBd4Afht33ToQGD,Diplo Presents Thomas Wesley: Chapter 1 - Snake Oil,Diplo,2020-05-29,12,67,https://i.scdn.co/image/ab67616d0000b273d79c10cdf4a58309a37d195a,electronic,electronic,electronic
3uPRIr3zWC1RuizWLgTMuC,Baby Sleep Music,Lullaby Time,2020-06-19,30,79,https://i.scdn.co/image/ab67616d0000b273ff47803f67bbfc2f214b59e6,instrumental,relaxed,relaxed
0fEO7g2c5onkaXsybEtuD2,Eternal Atake (Deluxe) - LUV vs. The World 2,Lil Uzi Vert,2020-03-13,32,68,https://i.scdn.co/image/ab67616d0000b273e6f1756a5d6cf5beb8a0ab58,trap,rap,rap/hip hop
5LURLNXIyqBHpe5vvRTKHY,Rich Slave,Young Dolph,2020-08-14,16,66,https://i.scdn.co/image/ab67616d0000b273d2ac2d5b457bcad2eddef496,rap,rap,rap/hip hop
25TJxI6ZH6XjT8geRQAFz5,What You See Ain't Always What You Get (Deluxe Edition),Luke Combs,2020-10-23,23,69,https://i.scdn.co/image/ab67616d0000b273433fa8ed8901569b606a715e,country,country,country/folk
6UlHZq45Z2Wlea0A0wcg8y,A ROCK,HARDY,2020-09-04,12,66,https://i.scdn.co/image/ab67616d0000b273db561ef3f12ba8fe288ce727,rock,rock,rock
5iUwaD3wFVwfaAfs9Z0eCh,BEST INTEREST,"Tyler, The Creator",2020-01-25,1,70,https://i.scdn.co/image/ab67616d0000b273ab8995f18dc3dd9f34a6acd4,Hip-Hop,hip hop,rap/hip hop
7zhKZcqIJkkeqrswshd15r,Hey World,Lee Brice,2020-11-20,15,67,https://i.scdn.co/image/ab67616d0000b273fc27d74c91d8fa9e528b288c,country,country,country/folk
5BRhg6NSEZOj0BR6Iz56fR,Plastic Hearts,Miley Cyrus,2020-11-27,15,75,https://i.scdn.co/image/ab67616d0000b2738cffb7c6c40759eaf8a5a142,rock,rock,rock
46K4raQPIGem3N031upNj9,CALM,5 Seconds of Summer,2020-03-27,13,73,https://i.scdn.co/image/ab67616d0000b273726005f0f81903e157d9dbc7,5 seconds of summer,pop,pop
4dsMe3EBC8xURaxMhyorgf,Top Shotta,NLE Choppa,2020-08-07,20,68,https://i.scdn.co/image/ab67616d0000b2738e2ebc51140aa8e41d3d4406,trap,rap,rap/hip hop
4Iqfx63CZhFGGIHiAvLxXY,Goldmine,Gabby Barrett,2020-06-19,13,67,https://i.scdn.co/image/ab67616d0000b27366ffb23d13b04824e04f30d2,country,country,country/folk
7a5cMcFWSeppy4Soc0QHcY,Pray 4 Love,Rod Wave,2020-04-03,14,65,https://i.scdn.co/image/ab67616d0000b273759e4cc8e664b1d9e5c259cb,hip-hop,hip hop,rap/hip hop
4NtEHyzC02jvTLMERHn6Rw,The Thrill (feat. Empire of the Sun),Wiz Khalifa,2020-11-11,1,70,https://i.scdn.co/image/ab67616d0000b2738f0412555b7e080fac2b825f,Hip-Hop,hip hop,rap/hip hop
6ufaA5YvSGK3E9KnRFYvvo,Lil Boat 3.5,Lil Yachty,2020-11-27,27,68,https://i.scdn.co/image/ab67616d0000b273789e7bbd2cc0ae4085b4d59f,rap,rap,rap/hip hop
1BubKJqf6Uc4fNae5kLJJ7,What Could Possibly Go Wrong,Dominic Fike,2020-07-31,14,68,https://i.scdn.co/image/ab67616d0000b273cfc824b65a3b1755d98a7e23,indie,indie,indie
0eilJ5RLh3X6KlC9uXEwwC,House Of Miracles,Brandon Lake,2020-08-28,12,65,https://i.scdn.co/image/ab67616d0000b2739c6e6d4e42f9c9c1cf4a5578,soul,soul,soul/jazz
2mX8ktJoWvyidWBU9U8Jis,Colores,J Balvin,2020-03-19,10,76,https://i.scdn.co/image/ab67616d0000b27335692baca45542527d742d0d,reggaeton,reggae,reggae
389zGArsMlwuPorS4Cw7IX,Virgo World,Lil Tecca,2020-09-18,19,69,https://i.scdn.co/image/ab67616d0000b2732026d0048432d395f6f715b5,rap,rap,rap/hip hop
33afeafKvnHqT7p2lYgdhd,Teen X,Ken Carson,2020-08-14,6,68,https://i.scdn.co/image/ab67616d0000b273ca7232129beaa19da34b919e,southern hip hop,hip hop,rap/hip hop
0KjckH1EE6HRRurMIXSc0r,Good News,Megan Thee Stallion,2020-11-20,17,66,https://i.scdn.co/image/ab67616d0000b273da256972582b455d46985ba9,rap,rap,rap/hip hop
3YPFaTR7WMi1Hd4NVKdCJx,Rare,Selena Gomez,2020-01-10,13,74,https://i.scdn.co/image/ab67616d0000b2732abcc266597eb46f897a8666,pop,pop,pop
4uNgt1uQs6wZRm4giB3shX,Chip Chrome & The Mono-Tones,The Neighbourhood,2020-09-25,11,70,https://i.scdn.co/image/ab67616d0000b2731a721f3757e5b67f87e1acd3,indie,indie,indie
2CYr9450iYkEWq4IWL8plY,Lil Boat 3,Lil Yachty,2020-05-29,19,66,https://i.scdn.co/image/ab67616d0000b2735ee839f6415e0d02fc4f2b49,rap,rap,rap/hip hop
4p3eRdoK7W7z0tz8OWA3JM,The Night in Question: French Exit Outtakes,TV Girl,2020-05-01,8,68,https://i.scdn.co/image/ab67616d0000b273870138983fee24fe052d12af,indie pop,pop,pop
5NaOVfywXItXB2KMRj8aMZ,A Beautiful Disaster,Jelly Roll,2020-03-13,12,64,https://i.scdn.co/image/ab67616d0000b2739363aa600992e297be659611,linedance 2022,country,country/folk
4qUMByJ3Pk94BFnCmGaUPS,Blizzard Of Ozz (40th Anniversary Expanded Edition),Ozzy Osbourne,2020-09-18,19,68,https://i.scdn.co/image/ab67616d0000b273475ca6e5c1ce0ef70740c3c6,rock,rock,rock
0pGGvcUT08FrwV0RJIIVA9,Pray 4 Love (Deluxe),Rod Wave,2020-08-07,25,64,https://i.scdn.co/image/ab67616d0000b273b3d45b74fdf99c9cc88497d3,rap,rap,rap/hip hop
1xRcR4iSouBrfVhuqFkPAJ,SOUTHSIDE,Sam Hunt,2020-04-03,12,65,https://i.scdn.co/image/ab67616d0000b273b5529363386deb522a4f586c,pop,pop,pop
04uOXDWUgZmTps35RqDBg4,Let's Skip to the Wedding,Eyedress,2020-08-07,19,68,https://i.scdn.co/image/ab67616d0000b2732a960aa5c84973aa3622f417,lo-fi,relaxed,relaxed
0HANqWtJABVpAWVrQzE2XM,Cruisin' with Junior H,Junior H,2020-09-02,12,71,https://i.scdn.co/image/ab67616d0000b2730e0c5ba78f182bc532329b89,lada del 602,latin,latin
4epZkfflxt4dFZpgafIx01,Rearrange Us,Mt. Joy,2020-06-05,13,64,https://i.scdn.co/image/ab67616d0000b273a877e4caf6e989c666799fb9,folk,folk,country/folk
5lKlFlReHOLShQKyRv6AL9,Future Nostalgia,Dua Lipa,2020-03-27,13,73,https://i.scdn.co/image/ab67616d0000b2732172b607853fa89cefa2beb4,pop,pop,pop
5Gn3fFzlWL89j0hGumtXb5,THE END OF EVERYTHING,Noah Cyrus,2020-05-15,8,69,https://i.scdn.co/image/ab67616d0000b2737f66b73bd6e86f4c8d2a7692,pop,pop,pop
5lbVCoz3kk3ITB6BRBfBMy,Sellout,Koe Wetzel,2020-11-20,14,63,https://i.scdn.co/image/ab67616d0000b273b7fe255238abf3de31991ea5,country,country,country/folk
2sU8ByeYc5BOBFNDr58CGV,For Broken Ears,Tems,2020-09-25,7,70,https://i.scdn.co/image/ab67616d0000b2730ab4d3e1c0b5c5e453287a4c,afrobeats,r&b,r&b
5g2INX6dnMIJG0xKygXwF3,Thats What They All Say,Jack Harlow,2020-12-11,15,67,https://i.scdn.co/image/ab67616d0000b273aeb14ead136118a987246b63,rap,rap,rap/hip hop
3D4bwVn4Wp8Za0Amkyd5I5,Just Cause Y'all Waited 2,Lil Durk,2020-05-08,15,66,https://i.scdn.co/image/ab67616d0000b273f8558e8b0ceb521977e4c5bf,drill,rap,rap/hip hop
4MZnolldq7ciKKlbVDzLm5,Meet The Woo 2,Pop Smoke,2020-02-07,13,71,https://i.scdn.co/image/ab67616d0000b27362a57823eced1cb4fd93b2c1,heavy,rap,rap/hip hop
6nUUV3haj8ug8okTmOyIU2,I Let It in and It Took Everything,Loathe,2020-02-07,14,65,https://i.scdn.co/image/ab67616d0000b273101232ffd5af0e3c37e2c528,metalcore,metal,metal
7tlluarkbgdrGwRdZk7Mr4,Mafia Bidness,Shoreline Mafia,2020-07-31,21,63,https://i.scdn.co/image/ab67616d0000b2737925e88cf812671c79881a8f,rap,rap,rap/hip hop
6FfYIKA59pCFs2d1FB79Pq,WUNNA (Deluxe),Gunna,2020-07-24,26,66,https://i.scdn.co/image/ab67616d0000b273e60ecd82c26836900c35714a,trap,rap,rap/hip hop
6fLur4KDfJ782l1m05kLWx,Tu Veneno Mortal,Eslabon Armado,2020-04-06,10,67,https://i.scdn.co/image/ab67616d0000b2733e59459508943946907ad74f,corridos tumbados,latin,latin
63iWSELt9V1kV6RSMxN7Ii,Changes,Justin Bieber,2020-02-14,17,72,https://i.scdn.co/image/ab67616d0000b2737fe4a82a08c4f0decbeddbc6,my top songs,pop,pop
49iT8dV8hZ5o7bqpOI5yfI,Public Void,Penelope Scott,2020-09-25,7,66,https://i.scdn.co/image/ab67616d0000b27334702dd79ebdfb24ffbefb53,alternative,indie,indie
05c49JgPmL4Uz2ZeqRx5SP,Chromatica,Lady Gaga,2020-05-29,16,71,https://i.scdn.co/image/ab67616d0000b2736040effba89b9b00a6f6743a,pop,pop,pop
5jlE1zlhT3mEWw0mRpN920,Chilombo,Jhené Aiko,2020-03-06,20,64,https://i.scdn.co/image/ab67616d0000b273b87ac71d440973d20f4c8473,rnb,r&b,r&b
59GRmAvlGs7KjLizFnV7Y9,It Is What It Is,Thundercat,2020-04-03,15,65,https://i.scdn.co/image/ab67616d0000b27323fb02f383f3bef16ab9d092,jazz fusion,jazz,soul/jazz
1fK6nUQDMeIciyfhAADix8,all the things i never said,Tate McRae,2020-01-24,5,69,https://i.scdn.co/image/ab67616d0000b273cdfe41cd475f8ad3a29b3537,tatemcrae,pop,pop
0Vcu9I1RkUF1VYSVeYwLhR,Party Favors,Sir Chloe,2020-10-23,9,66,https://i.scdn.co/image/ab67616d0000b273912b00ae82d10a2a4cdc084e,indie rock,rock,rock
3obyvHd0Ja2gZaPQMerTU6,Graves Into Gardens (Live),Elevation Worship,2020-05-01,12,64,https://i.scdn.co/image/ab67616d0000b273306cfe9dadd57889201c3384,christian,religious,religious
5W1XY5ucNATjTULERvXx9j,MAP OF THE SOUL : 7,BTS,2020-02-21,20,75,https://i.scdn.co/image/ab67616d0000b273505190077497c230422f2934,bts,k-pop,k-pop
5XCBX16KNYsAe7V5hQV9mC,Love Goes,Sam Smith,2020-10-30,17,73,https://i.scdn.co/image/ab67616d0000b2730d1f3930676c34a23dbf5c46,pop,pop,pop
0e1WaSNDZnoPixaxDNdWo4,POST HUMAN: SURVIVAL HORROR,Bring Me The Horizon,2020-10-30,9,70,https://i.scdn.co/image/ab67616d0000b2735149c948fde506624246a684,nu metal,metal,metal
0so2JtZLW2acBWStzut0W5,Pegasus,Trippie Redd,2020-10-30,26,65,https://i.scdn.co/image/ab67616d0000b273d9e1e8811360d855de6c345c,trap,rap,rap/hip hop
0wnaUYW25dVLAzk41fp1Ez,Born Here Live Here Die Here,Luke Bryan,2020-08-07,10,63,https://i.scdn.co/image/ab67616d0000b2734768480cf7c817b1f2d12113,country,country,country/folk
5jmVg7rwRcgd6ARPAeYNSm,evermore,Taylor Swift,2020-12-10,15,67,https://i.scdn.co/image/ab67616d0000b27325751b4b32829d6bbfe6be7f,folk,folk,country/folk
4HFO9PDRxsdbcegkcNhxgz,Texas Sun,Khruangbin,2020-02-07,4,67,https://i.scdn.co/image/ab67616d0000b273ff26bd277274b27f249cc638,funk,funk,soul/jazz
1wAx2wnAA7F1SRrznW2GcH,MUSICA <3,Junior H,2020-09-02,12,70,https://i.scdn.co/image/ab67616d0000b273a360516982fbcaa2db0bb938,corridos tumbados,latin,latin
1VGVJdmvOSRK2w9RKXk18A,"Cyberpunk 2077: Radio, Vol. 2 (Original Soundtrack)",Various Artists,2020-12-18,9,68,https://i.scdn.co/image/ab67616d0000b273a91a5b301baac1f46e6f30eb,rap,rap,rap/hip hop
6ROLwnmW9pOioLned0DaP3,It Was Good Until It Wasn't,Kehlani,2020-05-08,15,65,https://i.scdn.co/image/ab67616d0000b2733ba8dc55c81f0aaf819057e9,rnb,r&b,r&b
0lGxlaY1aWzp6RWFDwNHAf,Holy Water,We The Kingdom,2020-08-07,12,62,https://i.scdn.co/image/ab67616d0000b273af77e7f940d58c191d1aee2a,ccm,religious,religious
2YpWqM7XcDt45IQWYL6Y0t,Western Swing & Waltzes and Other Punchy Songs,Colter Wall,2020-08-28,10,62,https://i.scdn.co/image/ab67616d0000b273b720f57e2bda5ed897dfcd33,country,country,country/folk
7tcs1X9pzFvcLOPuhCstQJ,Golden Hour,Kygo,2020-05-29,18,70,https://i.scdn.co/image/ab67616d0000b27380368f0aa8f90c51674f9dd2,tropical house,electronic,electronic
2MDU46hcBn3u94s46BOSdv,Shoot For The Stars Aim For The Moon (Deluxe),Pop Smoke,2020-07-20,34,69,https://i.scdn.co/image/ab67616d0000b27346e1307c35579c3483ea7b03,pop smoke,pop,pop
4UxlLk460BnmQlRV3WiORh,everything means nothing,blackbear,2020-08-21,12,66,https://i.scdn.co/image/ab67616d0000b273e9b6f26ff354f4d70847f02d,rnb,r&b,r&b
2TbrXjwWklhT7JrC5sdUkf,The New Toronto 3,Tory Lanez,2020-04-10,16,65,https://i.scdn.co/image/ab67616d0000b27353af8d1a7654351c6a03b5fe,rnb,r&b,r&b
5LtYMFZoC0elRSipbMV5sw,Self Medicated,Jelly Roll,2020-10-16,18,62,https://i.scdn.co/image/ab67616d0000b27368079dce3ee5ae37958f2fab,country,country,country/folk
3znl1qe13kyjQv7KcR685N,Alfredo,Freddie Gibbs,2020-05-29,10,64,https://i.scdn.co/image/ab67616d0000b27352c24049a16d59e98a638651,hip-hop,hip hop,rap/hip hop
71O60S5gIJSIAhdnrDIh3N,THE ALBUM,BLACKPINK,2020-10-02,8,71,https://i.scdn.co/image/ab67616d0000b2737dd8f95320e8ef08aa121dfe,k-pop,k-pop,k-pop
5vRoBEolA8ng3JUw3HQjMG,Vibras de Noche,Eslabon Armado,2020-07-17,14,65,https://i.scdn.co/image/ab67616d0000b273ae8c49bd8fc80ac5f7241dd5,corridos tumbados,latin,latin
3eUX1MOKVAF7ogaLFPY8uN,Will I See You Again?,Thee Sacred Souls,2020-12-01,1,65,https://i.scdn.co/image/ab67616d0000b273c11b27b0a46175aa97bb471a,soul,soul,soul/jazz
3P7EIeXmzJQNT1xs4Q6Xzd,Sleepy Hallow Presents: Sleepy For President,Sleepy Hallow,2020-06-05,12,64,https://i.scdn.co/image/ab67616d0000b273a5002e8af5089baebb3b7d5a,rap,rap,rap/hip hop
2p9gK2BcdrloHNJwarc9gc,death bed (coffee for your head),Powfu,2020-02-08,1,70,https://i.scdn.co/image/ab67616d0000b273bf01fd0986a195d485922167,Hip-Hop,hip hop,rap/hip hop
0p2yf6DucEgvj8Uk8KXJJv,PAPI JUANCHO,Maluma,2020-08-21,22,74,https://i.scdn.co/image/ab67616d0000b27387d15f78ec75621d40028baf,reggaeton,reggae,reggae
1ZJpGFHYQSTDTIk6bzo5sh,PARTYPACK,PARTYNEXTDOOR,2020-10-16,7,64,https://i.scdn.co/image/ab67616d0000b27315054d6a444288d6d0c03e91,alternative rnb,r&b,r&b
66eXLlqksAwNndmHaHWtCq,Instrumental Relics,Clams Casino,2020-04-24,15,67,https://i.scdn.co/image/ab67616d0000b273d57e3b601a8171f7e122b2ea,electronic,electronic,electronic
6nYfHQnvkvOTNHnOhDT3sr,BE,BTS,2020-11-20,8,74,https://i.scdn.co/image/ab67616d0000b273c07d5d2fdc02ae252fcd07e5,pop,pop,pop
3NRNR4txhuRLhnQUUlqWXH,summer flows 0.02,wave to earth,2020-08-04,5,72,https://i.scdn.co/image/ab67616d0000b2733f203b8d0d8e54fab416a825,indie,indie,indie
6R0zUtsEyeLEPmWBhVmenf,30 Aniversario,La Adictiva,2020-11-13,14,72,https://i.scdn.co/image/ab67616d0000b2739be2b7469c2dd47db55aa2f0,mexico,latin,latin
6OrpY5LSOnkC8xbI5qOTvw,Fallin',StaySolidRocky,2020-07-15,7,65,https://i.scdn.co/image/ab67616d0000b273f1255abfe0381a9e6fedb301,hip-hop,hip hop,rap/hip hop
