artist_name,artist_id,genres
Big Thief,5QdyldG4Fl4TPiOIeMNpBZ,[]
Real Boston Richey,1iwUuIOKYjV7SKIg27v4zi,[]
Shaboozey,3y2cIKLjiOlp1Np37WiUdH,[]
La Santa Grifa,1oH2B8tcHn4Gpl2bmmyd4A,"['mexican hip hop', 'latin hip hop', 'sad sierreño']"
Sonder,2ICR2m4hOBPhaYiZB3rnLW,['r&b']
Bailey Zimmerman,3win9vGIxFfBRag9S63wwf,['country']
Misa Bee,5JSgVFubDnbqYDUWPzl4tj,[]
ThxSoMch,4MvZhE1iuzttcoyepkpfdF,[]
Evan Honer,1GERDglQrxe4ynLzcdG6qP,[]
GloRilla,2qoQgPAilErOKCwE2Y8wOG,[]
I Prevail,3Uobr6LgQpBbk6k4QGAb3V,"['metalcore', 'metal']"
Hermanos Espinoza,1V0BgbhknuuZIMxKO0M9FV,"['corrido', 'corridos bélicos', 'norteño', 'corridos tumbados', 'música mexicana']"
LOVELI LORI,7mcE0EmrnPmyAGU3UBJrFg,[]
Yung Gravy,2YOYua8FpudSEiB9s88IgQ,['meme rap']
Shinedown,70BYFdaZbEKbeauJ670ysI,"['post-grunge', 'alternative metal', 'rock', 'acoustic rock']"
Walker Hayes,7sKxqpSqbIzphAKAhrqvlf,['country']
Denzel Curry,6fxyWrfmjcbj5d12gXeiNV,['punk rap']
Mike Dimes,6rIaHuCIUu32uj2CjlEBN3,[]
Ghost,1Qp56T7n950O3EGMsSl81D,"['metal', 'hard rock']"
Xavier Wulf,3uo0ix4Y67XHVWBhXXIY1S,"['cloud rap', 'dark trap', 'underground hip hop', 'memphis rap', 'emo rap']"
Isabel LaRosa,5arKwJZEvT5uKq4o0JfqR4,[]
Lizzo,56oDRnqbIiwx4mymNEv7dS,[]
Smino,1ybINI1qPiFbwDXamRtwxD,[]
Zach Top,4FGPzWzgjURDNT7JQ8pYgH,['country']
XXXTENTACION,15UsOTVnJzReFVN1VCnxy4,['emo rap']
Tyler Childers,13ZEDW6vyBF12HYcZRr4EV,"['country', 'red dirt', 'alt country', 'texas country', 'bluegrass']"
Romeo Santos,5lwmRuXgjX8xIwlnauTZIP,"['bachata', 'bachata pop', 'latin']"
Meghan Trainor,6JL8zeS1NmiOftqZTRgdTz,[]
j-hope,0b1sIQumIAsNbqAoIClSpy,"['k-pop', 'k-rap']"
Hovar,3COnOYhmr8nINwgd54Z8wj,[]
House Of Pain,0AuW7OCyKfFrsMbtHrYgIV,[]
jaydes,5zI4LODdVYwnKZHv4mDHRv,[]
Fleshwater,6P5ccCJCe8A4s9tDSTNFzF,['shoegaze']
The Backseat Lovers,6p2HnfM955TI1bX34dkLnI,[]
Quavo,0VRj0yCOv2FXJNP47XQnx5,[]
Royel Otis,5b5bt4mZQpJMoCRbiQ7diH,['indie']
Evomin,377XEfaskiPevvTMYzJvUb,[]
Edicion Especial,7DkseLyOZrdRjCuoWFtqFi,"['corrido', 'corridos bélicos', 'norteño', 'sad sierreño', 'corridos tumbados', 'banda']"
Rex Orange County,7pbDxGE6nQSZVfiFdq9lOL,['bedroom pop']
Alfredo Olivas,5xYNmNkaWRqu3e5F4UXME8,"['banda', 'corrido', 'norteño', 'sierreño', 'corridos bélicos']"
Joey Bada$$,2P5sC9cVZDToPxyomzF1UH,"['hip hop', 'rap']"
Mother Mother,0e86yPdC41PGRkLp2Q1Bph,[]
Frankie Ruiz,4dLvccxeQIM5u80Ri0u9OV,"['salsa', 'salsa romantica', 'merengue']"
Reneé Rapp,2hUYKu1x0UZQXvzCmggvSn,[]
TobyMac,5VX8hxrcfJWwaTLiqGUHG3,"['christian', 'pop worship', 'christian pop', 'ccm', 'christian rock', 'christian hip hop', 'cedm', 'worship', 'christian alternative rock']"
Cris Mj,1Yj5Xey7kTwvZla8sqdsdE,"['reggaeton chileno', 'chilean trap', 'chilean mambo', 'reggaeton']"
Whiskey Myers,26opZSJcXshCmCwxgZQmBc,"['red dirt', 'texas country', 'southern rock', 'country', 'country rock']"
Rema,46pWGuE3dSwY3bMMXGBvVS,"['afrobeats', 'afrobeat', 'afropop', 'afropiano']"
Dean Lewis,3QSQFmccmX81fWCUSPTS7y,[]
Memphis May Fire,7cNNNhdJDrt3vgQjwSavNf,"['metalcore', 'post-hardcore', 'screamo', 'metal']"
Nickelback,6deZN1bslXzeGvOLaLMOIF,"['post-grunge', 'rock']"
ROSALÍA,7ltDVBr6mKbRvohxheJ9h1,['latin']
Mitski,2uYWxilOVlUdk4oV9DvwqK,[]
Muni Long,7tjVFCxJdwT4NdrTmjyjQ6,[]
Ado,6mEQK9m2krja6X1cfsAjfl,"['j-pop', 'anime', 'vocaloid', 'j-rock']"
Kameron Marlowe,31n3CN1jSC5ALUJ9dwT8UI,['country']
Dayseeker,5FjQVp1Lb0kltmwIuu5kfj,"['metalcore', 'post-hardcore']"
brakence,4kqFrZkeqDfOIEqTWqbOOV,"['hyperpop', 'glitch']"
Avenoir,3Z7onAknzpinUu3KtmgeZb,"['alternative r&b', 'r&b']"
Nessa Barrett,7pwufEBGfggjoI8twqlsmQ,[]
Gucci Mane,13y7CgLHjMVRMDqxdx0Xdo,"['southern hip hop', 'rap', 'trap']"
Florence + The Machine,1moxjboGR7GNWYIMWsRjgG,['baroque pop']
Klangspiel,2IM5tvnq8r2d8yYY2FTXNX,[]
Dhruv,70NcAr4ZtA3FAqU16iQZSb,[]
Polyphia,4vGrte8FDu062Ntj0RsPiZ,"['math rock', 'djent', 'progressive metal', 'progressive rock']"
Becky G,4obzFoKoKRHIphyHzJ35G3,"['reggaeton', 'latin']"
Baby Smoove,15oLsNy8mZYaIukh4eDhXy,[]
David Kushner,33NVpKoXjItPwUJTMZIOiY,[]
Freddie Dredd,0dlDsD7y6ccmDm8tuWCU6F,"['phonk', 'dark trap', 'memphis rap']"
SleazyWorld Go,7FOQfJbC3e4GNoheojERnF,[]
jev.,6OmxkansdRyVTvo6BpZzKF,['jazz rap']
Chappell Roan,7GlBOeep6PqTfFi59PTUUN,[]
Travis Scott,0Y5tJX1MQlPlqiwlOH1tJY,['rap']
Daniel Caesar,20wkVLutqVOYrc0kxFs7rA,[]
Grupo Frontera,6XkjpgcEsYab502Vr1bBeW,"['cumbia norteña', 'banda', 'norteño', 'música mexicana', 'corrido', 'corridos tumbados', 'grupera', 'corridos bélicos', 'tejano']"
Hozier,2FXC3k01G6Gw61bmprjgqS,[]
Jung Kook,6HaGTQPmzraVmaVxvz6EUc,['k-pop']
Nate Smith,4NYMUsIcUUsBHbV9DICa5x,['country']
A$AP Rocky,13ubrt8QOOCPljQ2FL1Kca,['rap']
RAYE,5KKpBU5eC2tJDzf0wmlRp2,[]
Tainy,0GM7qgcRCORpGnfcN2tCiB,['reggaeton']
Jorge Rivera-Herrans,2kdmTOXncgNHSuYVMhdd5I,['musicals']
Jungle,59oA5WbbQvomJz2BuRG071,[]
Chezile,1EmdfupUQDpXOcb4Nj2mBH,[]
Carin Leon,66ihevNkSYNzRAl44dx6jJ,"['banda', 'norteño', 'sierreño', 'corrido', 'grupera', 'ranchera', 'sad sierreño', 'música mexicana']"
Troye Sivan,3WGpXCj9YhhfX11TToZcXP,[]
Sam Barber,08GfvCW09pv2QP4y9sle2a,['country']
boygenius,1hLiboQ98IQWhpKeP9vRFw,[]
Sexyy Red,3DbwFQlvLxRSi2uX8mf81A,[]
Mac DeMarco,3Sz7ZnJQBIHsXLUSo0OQtM,['indie']
Ole 60,3iXeAZ8862AyoZ5ZGg800O,['country']
Jessie Murph,2yLzlEFtIS0Q9UkyBZdQA7,[]
Ella Langley,6BRxQ8cD3eqnrVj6WKDok8,['country']
Gregory Alan Isakov,5sXaGoRLSpd7VeyZrLkKwt,"['indie folk', 'folk', 'folk pop']"
Catch Your Breath,2fqPOGxG12nEERj8YG7p22,['metalcore']
Gavin Adcock,5jG6uRqinuI83luutMpW6y,"['country', 'red dirt']"
Nicky Youre,7qmpXeNz2ojlMl2EEfkeLs,[]
Beach Weather,7I3bkknknQkIiatWiupQgD,[]
Rich Amiri,2sF5nNXnrrsCPZlt8ZpyGd,['rage rap']
Riley Green,2QMsj4XJ7ne2hojxt6v5eb,['country']
Tiësto,2o5jDhtHVPhrJdv3cEQ99Z,"['edm', 'trance', 'big room', 'house', 'dance']"
Hunxho,508weSx4HBumrGggFmc7br,[]
Lauren Spencer Smith,79AyR6ATpj2LTPxfb6FX50,[]
Pecos & the Rooftops,5KbiLoVLLIHM5vZ0RM9WMU,"['red dirt', 'texas country', 'country']"
Charles Wesley Godwin,2ErsJAz6qJ5cqjoVAvfvaC,"['red dirt', 'country']"
Tyla,3SozjO3Lat463tQICI9LcE,['afrobeats']
Tyler Hubbard,3BEV5FcxOtkQJ7lLRKMh3V,['country']
Olivia Dean,00x1fYSGhdqScXBRpSj3DW,['pop soul']
LE SSERAFIM,4SpbR6yFEvexJuaBpgAU5p,['k-pop']
Paul Russell,4zoRNhOhsGX3w8yBAnFSQ8,[]
Pierce The Veil,4iJLPqClelZOBCBifm8Fzv,"['emo', 'screamo', 'post-hardcore']"
Snow Strippers,6TsAG8Ve1icEC8ydeHm3C8,"['electroclash', 'witch house']"
Dylan Gossett,4H4M0Y4cN39zIVDHvdW53x,['country']
Joey Valence & Brae,1q4618qKswelCGLoanFKQh,[]
ILLENIUM,45eNHdiiabvmbp4erw26rg,"['melodic bass', 'future bass', 'edm']"
Lewis Capaldi,4GNC7GD6oZMSxPGyXy4MNB,['soft pop']
Melanie Martinez,63yrD80RY3RNEM2YDpUpO8,[]
Old Dominion,6y8XlgIV8BLlIg1tT1R10i,['country']
Corey Kent,3sUpZrkehiGBaMzs2h9Mmc,"['country', 'texas country']"
Oscar Maydon,3l9G1G9MxH6DaRhwLklaf5,"['corridos tumbados', 'corrido', 'corridos bélicos', 'electro corridos', 'sad sierreño', 'banda', 'música mexicana']"
Gorillaz,3AA28KZvwAUcZuOKwyblJQ,[]
Nic D,1XlLhtgJjC4ROQZilBZAvw,[]
Offset,4DdkRBBYG6Yk9Ka8tdJ9BW,[]
Clara La San,3u65Tx20y4WqxO7W7khEhj,[]
glaive,4cJKDGSv4Dz9QycXYmo565,"['hyperpop', 'glitch']"
Forrest Frank,1scVfBymTr3CeZ4imMj1QJ,"['christian hip hop', 'christian pop', 'pop worship', 'christian', 'worship', 'gospel r&b']"
BABY GRAVY,46VgqDxDEn45y1t0zBS7Do,['meme rap']
Wind Walkers,2K2bsaNeuQAFkuVwrrlJe0,"['metalcore', 'post-hardcore']"
Michael Marcagi,4j96cMcT8GRi11qbvo1cLQ,[]
Leith Ross,4nxKz1dRYXnsGzN1lUURtG,[]
Oliver Anthony Music,6IkfE2JyVoKwBZXvuytKX3,['country']
Jalen Ngonda,2kEDso93O2hDgCbnuiSkkZ,['retro soul']
Alek Olsen,27sdgIaFiz55vkR68fBiy8,[]
sombr,4G9NDjRyZFDlJKMRL8hx3S,[]
Tee Grizzley,6AUl0ykLLpvTktob97x9hO,[]
Leon Thomas,0nnBZ8FXWjG9wZgM2cpfeb,[]
Odetari,7ITMCzIU9uII8gwRg8JAhc,"['hyperpop', 'nightcore', 'jersey club']"
BossMan Dlow,23xFbA9rYgRX8mreqysWPc,[]
Ludwig Göransson,24eDfi2MSYo3A87hCcgpIL,['soundtrack']
Bakar,3K2Srho6NCF3o9MswGR76H,[]
Jonas Brothers,7gOdHgIoIKoe4i9Tta6qdD,[]
Yng Lvcas,1NNRWkhwmcXRimFYSBpB1y,"['reggaeton mexa', 'reggaeton', 'electro corridos']"
Veeze,0B3kMiB21aPQlKumGDr4c7,[]
Katy Nichole,4sdhhi6q1Ez9l5PagQsykC,"['christian', 'worship', 'ccm']"
FISHER,1VJ0briNOlXRtJUAzoUJdt,"['tech house', 'house', 'techno']"
Manuel Turizo,0tmwSHipWxN12fsoLcFU3B,"['reggaeton', 'latin', 'colombian pop']"
Austin Williams,1VKH3J7gGkVyOX0sEqsFSR,"['country hip hop', 'country']"
FIFTY FIFTY,4GJ6xDCF5jaUqD6avOuQT6,['k-pop']
Larry June,1grN0519h2zYqpRtYbDZAl,[]
Paramore,74XFHRwlV6OrjEM0A2NCMF,"['pop punk', 'emo', 'emo pop']"
The Beaches,6ws5XBA70XgeBpnLZhQBoy,[]
Autumn!,5delTPpDAtBDsjk60f5xnt,['underground hip hop']
MEDUZA,0xRXCcSX89eobfrshSVdyu,[]
OsamaSon,0uj6QiPsPfK8ywLC7uwBE1,"['underground hip hop', 'rage rap']"
Tito Double P,5eumcnUkdmGvkvcsx1WFNG,"['corrido', 'corridos tumbados', 'corridos bélicos', 'electro corridos', 'música mexicana']"
Alex Warren,0fTSzq9jAh4c36UVb4V7CB,[]
ROSÉ,3eVa5w3URK5duf6eyVDbu9,['k-pop']
Tucker Wetmore,4sCKpwwEsgReZxjtKFm2A0,['country']
Tommy Richman,1WaFQSHVGZQJTbf0BdxdNo,[]
Lola Young,67FB4n52MgexGQIG8s0yUH,[]
Omar Courtz,3E12tRURRvPfHz0hAMCFYc,[]
Chrystal,5bQ3wFgekuIMIcWJuxkqLK,[]
Josiah Queen,7yAymwuYh9RcpX84GSNIq2,"['christian folk', 'christian', 'worship', 'pop worship', 'christian pop']"
ROLE MODEL,1dy5WNgIKQU6ezkpZs4y8z,['bedroom pop']
Neton Vega,6pV5zH2LzjOUHaAvENdMMa,"['corrido', 'corridos tumbados', 'corridos bélicos', 'electro corridos']"
Linkin Park,6XyY86QOPPrYVGvF9ch6wz,"['nu metal', 'rap metal', 'rock', 'alternative metal']"
Dasha,7Ez6lTtSMjMf2YSYpukP1I,[]
Max McNown,340PS4ZcZ4UCBgyrXzEjcp,[]
Jimin,1oSPZhvZMIrWW5I41kPkkY,['k-pop']
Falling In Reverse,2CmaKO2zEGJ1NWpS1yfVGz,"['emo', 'rap metal']"
Myles Smith,3bO19AOone0ubCsfDXDtYt,[]
Chino Pacas,2rmkQLzj0k4nZdQehOUByO,"['corridos tumbados', 'corrido', 'corridos bélicos', 'música mexicana', 'electro corridos']"
Chance Peña,4lhUHpVOXmkEBGGHV71QCh,[]
Malcolm Todd,7eKkW1zo5uzW8kUntiiBvz,[]
Ravyn Lenae,5RTLRtXjbXI2lSXc6jxlAz,['alternative r&b']
Flatland Cavalry,4SfGzWmeoNPKIOmiyc7Pav,"['texas country', 'red dirt', 'country']"
Dan Kraus,0sHUyRWX6EfKQx2TBGot1z,[]
FloyyMenor,7CvTknweLr9feJtRGrpDBy,['reggaeton chileno']
Redferrin,4oCk0xbmAtqXZFzXtH3AgF,['country']
John Summit,7kNqXtgeIwFtelmRjWv205,"['house', 'tech house']"
Xavi,3Me35AWHCGqW4sZ7bWWJt1,"['corridos tumbados', 'corrido', 'corridos bélicos', 'sad sierreño', 'música mexicana', 'banda']"
Calvin Harris,7CajNmpbOovFoOoasH2HaY,['edm']
Addison Rae,4gvjmrtzydbMpyJaXUtwvP,[]
yung kai,6zO1dZ40fTZ5hY9NnnRJSk,[]
Magdalena Bay,1oPRcJUkloHaRLYx0olBLJ,[]
Hudson Westbrook,0C4gtx1iHMfuaQ73GKWvtZ,['country']
Nettspend,2jl4qd6UbzeCmImT4nWbtA,"['underground hip hop', 'rage rap']"
Gabito Ballesteros,6Sbl0NT50roqWvy746MfVf,"['corrido', 'corridos tumbados', 'corridos bélicos', 'música mexicana', 'sad sierreño', 'electro corridos', 'banda']"
Wallows,0NIPkIjTV8mB795yEIiPYL,['indie']
Alexandre Alekhine,0k7nSc2ynSlqLXx1qwz3Mk,['lullaby']
Good Neighbours,52N3KGrTWDRhdQJrgBTofE,[]
Mark Ambor,11p2E654TTU8e0nZWBR4AL,[]
Wisp,3TJZG17pjOKXwx1ELKJPfm,['shoegaze']
Loe Shimmy,6UIpxj5ggLdOebFVCOxVax,['sexy drill']
Latto,3MdXrJWsbVzdn6fe5JYkSQ,[]
Hanumankind,4nVa6XlBFlIkF6msW57PHp,"['malayalam hip hop', 'desi hip hop']"
Cigarettes After Sex,1QAJqy2dA3ihHBFIHRphZj,['dream pop']
Brooks & Dunn,0XKOBt59crntr7HQXXO8Yz,"['country', 'acoustic country']"
Remi Wolf,0NB5HROxc8dDBXpkIi1v3d,[]
Vincent Mason,6QJ5CE7ujPr7oZCURhFZVS,['country']
Cameron Whitcomb,6dhXvR5MsnlwYguRuqoapR,[]
Calle 24,6dLuQ5qXxIuWc5urxfIiZR,"['corrido', 'corridos tumbados', 'corridos bélicos', 'electro corridos', 'sad sierreño']"
Luh Tyler,1K15GRZZATsCJyGJ4bYiEz,[]
Mk.gee,7tr9pbgNEKtG0GQTKe08Tz,[]
Lynyrd Skynyrd,4MVyzYMgTwdP7Z49wAZHx0,"['southern rock', 'classic rock', 'rock']"
Bruce Springsteen,3eqjTLE0HfPfh78zjh6TqT,[]
G-Eazy,02kJSzxNuaWGqwubyUba0Z,[]
Russ,1z7b1Pr1rSlvWRzsW3HOrS,[]
Counting Crows,0vEsuISMWAKNctLlUAhSZC,[]
SiR,3QTDHixorJelOLxoxcjqGx,"['alternative r&b', 'neo soul']"
Mike Posner,2KsP6tYLJlTBvSUxnwlVWa,[]
Hans Zimmer,0YC192cP3KPCRWx8zr8MfZ,['soundtrack']
Simple Minds,6hN9F0iuULZYWXppob22Aj,['new wave']
Calum Scott,6ydoSd3N2mwgwBHtF6K7eX,['soft pop']
Edward Maya,6XwwFnewNgWp81MYMK8zLq,[]
SYML,6AyATGg7mDgBlZ4N5uNog0,[]
Banda El Recodo,6AcOTCYBMvjKYy4zms0kaC,"['banda', 'norteño', 'música mexicana', 'grupera', 'corrido']"
Haddaway,0Suv0tRrNrUlRzAy8aXjma,['eurodance']
Stromae,5j4HeCoUlzhfWtjAfM1acR,['french pop']
El Trono de Mexico,5L6QAKAkdJIPLsNbItZ2KF,"['duranguense', 'banda', 'grupera', 'música mexicana']"
Joe Hisaishi,7nzSoJISlVJsn7O0yTeMOB,"['japanese classical', 'anime']"
Sonny Fodera,39B7ChWwrWDs7zXlsu3MoP,"['house', 'tech house']"
Grateful Dead,4TMHGUX5WI7OOm53PqSDAT,"['psychedelic rock', 'acid rock']"
Yandel,0eHQ9o50hj6ZDNBt6Ys1sD,"['reggaeton', 'urbano latino', 'latin']"
Ludovico Einaudi,2uFUBdaVGtyMqckSeCl0Qj,"['neoclassical', 'classical']"
Ariis,09cKncAQn28NqTUORLMwSR,"['phonk', 'brazilian phonk']"
HUGEL,5PlfkPxwCpRRWQJBxCa0By,"['latin house', 'afro house', 'tech house']"
Kolohe Kai,3Je8tRazTtqZxGkbeJDGL8,"['nz reggae', 'reggae']"
2hollis,72NhFAGG5Pt91VbheJeEPG,"['hyperpop', 'electroclash']"
Morgan Seatree,0GInfEJXl2kGPhSsVqEqXh,['hard house']
Alesso,4AVFqumd2ogHFlRbKIjp1t,['edm']
Bob Sinclar,5YFS41yoX0YuFY39fq21oN,"['french house', 'disco house']"
BABYMETAL,630wzNP2OL7fl4Xl0GnMWq,"['j-rock', 'metal']"
Alejandro Sanz,5sUrlPAHlS9NEirDB8SEbF,['latin pop']
1nonly,3ZHU5AKrUmIPnCFfr82QER,['phonk']
Los Acosta,1sxekzjeHJaqkZbpaaGR9x,"['grupera', 'cumbia', 'cumbia sonidera']"
Gibran Alcocer,5nWYvcpaqKtp08cYxjOfFr,[]
K-Paz De La Sierra,1TCSet7pGZCDkcXCOzH359,"['duranguense', 'banda', 'grupera', 'música mexicana', 'norteño']"
Tinlicker,5EmEZjq8eHEC6qFnT63Lza,"['melodic house', 'progressive house', 'melodic techno']"
Timmy Trumpet,0CbeG1224FS58EUx4tPevZ,"['melbourne bounce', 'big room']"
Armin van Buuren,0SfsnGyD8FpIN4U4WCkBZ5,"['trance', 'progressive house', 'electronica', 'edm']"
The Living Tombstone,0I6yADrmeyvw66g7yjkqIF,[]
Olivia Newton-John,4BoRxUdrcgbbq1rxJvvhg9,[]
Clovis Reyes,1rPMCfJhANfBT78l2wf4d6,['phonk']
TheFatRat,3OKg7YbOIatODzkRIbLJR4,[]
Yami Safdie,4RWJOoYwgF978LOn8Fainp,[]
Rudimental,4WN5naL3ofxrVBgFpguzKo,[]
R3HAB,6cEuCEZu7PAE9ZSzLLc2oQ,"['slap house', 'edm']"
REDZED,3FCo1sUkVbwKnO2m0Z7Bp9,"['dark trap', 'horrorcore']"
iñigo quintero,0jbo7KFNMiIkfBR6ih0yhm,[]
Jere Klein,35oGZihZclGoTVuICPXRP9,"['reggaeton chileno', 'chilean mambo', 'chilean trap', 'rkt', 'mambo']"
LBI利比,1xMn0bhYRWHDV01mU8gP1J,"['chinese r&b', 'mandopop', 'c-pop']"
Víctor Manuelle,4N5fp4zhTsVITZTVfsXpc2,"['salsa', 'salsa romantica', 'merengue']"
Michael Schulte,21aa4pj9BvbFB2iT8kRpnq,[]
Karan Aujla,6DARBhWbfcS9E4yJzcliqQ,"['punjabi pop', 'punjabi hip hop', 'bhangra', 'desi hip hop', 'desi']"
Carlos Rivera,39yVoqm6sYFvvqF1RciUVf,['latin pop']
De La Rose,54seKvtsZauR1iauN0ptpo,[]
MoonDeity,5ja9cfKWW8Zj9aloyK8WuY,"['phonk', 'drift phonk']"
The Waterboys,5TnuP42pw475UrjjeabtwZ,['celtic rock']
Blaiz Fayah,2WyypmYjOdaXg0bXDP67j7,"['shatta', 'dancehall', 'moombahton', 'ragga']"
Sematary,1GLnyPuL45vOsZPs5iANcC,"['cloud rap', 'witch house', 'horrorcore', 'experimental hip hop']"
Yaisel LM,2PxnKk0fTNgMzm5pY6tINL,['dembow']
Hariharan,2NoJ7NuNs9nyj8Thoh1kbu,"['bhajan', 'tamil pop', 'ghazal', 'kollywood', 'devotional', 'telugu pop']"
Elvis Martinez,66U02qGDesTqZImnLSiYeE,"['bachata', 'bachata pop', 'merengue']"
Eme MalaFe,4RFrAp13K0fHKH7IpSdKxi,"['reggaeton mexa', 'mexican hip hop']"
JONY,2ISiyx4DLCMAMBCvPesCoq,[]
Nicolas Julian,5Y1nFir8L9kJP7n1yZSeYb,"['hypertechno', 'techno', 'hard techno']"
MACAN,5VKufGMVAZ6fs111xYNKnU,[]
Keenan Te,6Ge3YISmUWPCUcSVx8VGor,[]
Lia Kali,7rFHoDuiSlV0DGHxckjm89,[]
Perfume,2XMxWKPKCxoLkSdpCViCnr,"['j-pop', 'shibuya-kei', 'j-dance']"
cade clair,0647ep4AirMtU3Iq9YcBXm,"['hyperpop', 'jersey club']"
LIZOT,12A83CWwFiyXy90ScLWPIe,"['slap house', 'hypertechno']"
Anar,4C5EDmZfgkkSwUVFSvuUNP,"['phonk', 'brazilian phonk']"
Maddix,0RMeG9M8QFzss9bAbq99KA,"['big room', 'techno', 'hard techno', 'acid techno', 'hypertechno']"
Yeison Jimenez,3SEztK9fNxg81qZ8qETGNT,"['ranchera', 'popular colombian music', 'vallenato']"
NO CIGAR,3XQd5pdqTHayJ1nUL3yqjT,['surf rock']
Luis Alfonso,0GchaVw5KfSVEm0xl0OXEe,"['ranchera', 'popular colombian music', 'vallenato', 'corrido', 'banda']"
Ran-D,7IeovKzVkfcG9mIJGNzTcT,"['hardstyle', 'frenchcore', 'hardcore']"
Braaheim,5yczwlOmRZG3wUEtvLiGBg,['slap house']
Carabao,1LCwH85p61LDPxSg2uWUL9,"['phleng phuea chiwit', 'luk thung', 'thai rock', 'southern thai music', 'thai pop']"
House of Shem,2ERWeFslDVHB4E9pSSw845,"['nz reggae', 'reggae']"
Giggs,3S0tlB4fE7ChxI2pWz8Xip,['grime']
Reykon,3PAwspMN27PDm81WwXDsMf,"['reggaeton', 'trap latino']"
Nina Simone,7G1GBhoKtEPnP86X2PvEYO,"['vocal jazz', 'jazz blues', 'soul', 'soul jazz', 'jazz', 'blues']"
Headie One,6UCQYrcJ6wab6gnQ89OJFh,"['uk drill', 'grime', 'drill']"
Alfonso Muñoz,0PQgqflwYTFSjgRG9hBxUT,"['corrido', 'corridos bélicos']"
Busy Signal,4RfTXjK9aiiIKDaKUHpL57,"['dancehall', 'reggae', 'lovers rock', 'ragga', 'soca', 'riddim']"
T.I BLAZE,1FIsnQiSPsuqA38z48irJC,"['afro adura', 'afrobeats', 'afrobeat', 'afropop', 'afropiano', 'afro soul']"
Deepend,0uGApGjjFXKwUOAqYBeX7B,"['tropical house', 'deep house']"
Matheus & Kauan,2Z0lRIqr997lIUiPtrpKCr,"['sertanejo', 'sertanejo universitário', 'arrocha', 'agronejo']"
Ferrugem,5ZfBThYiIIhL7jHMG8gDB2,"['pagode', 'samba']"
Mohamed Ramadan,4CflzQprp6nZxKiv0t78tH,"['mahraganat', 'egyptian pop', 'moroccan pop', 'arabic rap', 'egyptian shaabi']"
Stan Walker,7fRw4ouudxR1jHgyrTIKuY,['nz reggae']
Uru,6le80R1opKnTlP4o3KvA2k,"['j-pop', 'anime']"
KVSH,2uGKgNuq7MnKksXiSO6HjB,"['brazilian bass', 'electronic', 'electro']"
Gloc-9,7HJDRQAfEcFiARVehhM6qD,"['pinoy hip hop', 'opm', 'pinoy rock', 'pinoy alternative', 'pinoy r&b', 'p-pop']"
Ave Mujica,5BKIH2Kwc6LbetG04Boai7,['j-rock']
Luis Brown,1f7FtdbdaRjeeOr0gK9f3L,['dembow']
Basta,7as5DY4Rz9jac9tgoTrj9H,[]
El Mató a un Policía Motorizado,5rLsN2LxYaEPLa1N7I2mPB,"['argentine rock', 'latin indie', 'latin rock']"
Corazón Serrano,4UuICMmKQKNyCJfBg6lFFD,"['cumbia', 'chicha', 'huayno', 'cumbia norteña']"
Nej,3BQ9mWlgFRfMr5EdNfc10a,[]
Tom Gregory,6Rmg5JiRphFMlhkwGNl9Fu,[]
Guè,7F2utINZ6tSokSiZTQBE27,['italian trap']
Nakash Aziz,4kq8z3vydHjPDggxb16ErB,"['bollywood', 'tollywood', 'desi', 'telugu pop', 'hindi pop', 'tamil dance']"
Demarco,0af5VM6xubf8EXKvoG35x6,"['dancehall', 'soca', 'riddim', 'ragga', 'reggae', 'bongo flava']"
Nina Chuba,2kS9NyuATpYwjeB93h24H5,"['german pop', 'german hip hop']"
Mundo Bita,47iSWoNrLjnWCWesR14gL2,"['lullaby', ""children's music""]"
Sam C.S.,5VAyiDhBinVfc6RM5RKnLa,"['tamil pop', 'kollywood', 'malayalam hip hop']"
Sid Sriram,7qjJw7ZM2ekDSahLXPjIlN,"['tollywood', 'telugu pop', 'tamil pop', 'kollywood']"
Gorod 312,3gmRhbUWDRrYqk6EHnckrA,[]
MIRA,2nMFC7hWK0haX8ilvRpb59,['manele']
alyona alyona,2ic3GGGmkixOZP4qnakSA8,[]
Luan Pereira,5kVgcCdPbeUwxBqWxi2Ktl,"['agronejo', 'sertanejo', 'sertanejo universitário', 'piseiro']"
Voyage,6aAXBSjwLUEukyVDhOuKNO,"['synthwave', 'vaporwave', 'chillwave']"
Konfuz,0JHx4h8GAtjhmHMQ68iQiU,[]
Garry Sandhu,7M3xY5iHSzEtoL3FpqOD75,"['bhangra', 'punjabi pop', 'desi']"
Baby Gang,3LvwPiJQJ0da0GurKMToV0,"['italian trap', 'drill']"
Franglish,4uJNQGa3L2frXDxwgouTIw,['pop urbaine']
SHY FX,5oDtp2FC8VqBjTx1aT4P5j,"['jungle', 'drum and bass', 'bassline']"
Tyson Yoshi,3dayhmhJfL4I8w1PuL9MqQ,"['chinese r&b', 'cantopop', 'chinese hip hop', 'mandopop', 'c-pop', 'taiwanese pop']"
Coez,5dXlc7MnpaTeUIsHLVe3n4,['indie']
Zinoleesky,6Kp3KWPiVgi33DkJqo9T4g,"['afrobeats', 'afro adura', 'afrobeat', 'afropiano', 'afropop', 'amapiano', 'afroswing']"
Roy Kim,3ErHVJMsxTq2lLSmnONBm9,"['k-ballad', 'soundtrack']"
